Red_giant_type 2MASS_Identifier TEFF logg log_Fe/H_number_abundance log_alpha/Fe_number_abundance ln_stellar_mass ln_stellar_age chi2 Galactocentric_radius TEFF_ERR Uncertainty_in_log(g) Uncertainty_in_[Fe/H] Uncertainty_in_[a/Fe] Uncertainty_in_logM Uncertainty_in_logAge
I  2M03544275+7909589 4297.88 1.51  -0.522  0.155  3.0077e-01  1.3276e+00  2.06  17.77   2.446 0.011 0.003 0.004 0.02  0.061
I  2M03545658+8022403 4728.39 2.62  -0.126  0.057  2.5532e-01  1.6180e+00  0.61   9.29   3.101 0.008 0.003 0.002 0.015 0.044
I  2M03553013+8009576 4915.14 3.09  -0.423  0.125  1.9548e-01  1.7288e+00  1.13  10.12  10.234 0.016 0.006 0.005 0.021 0.063
I  2M03553150+7918219 4968.88 3.23  -0.394  0.213  2.6833e-01  1.3203e+00  2.81   9.49  13.38  0.021 0.008 0.006 0.027 0.077
I  2M03554471+7900343 4967.59 3.2   -0.31   0.139  3.3875e-01  1.2775e+00  0.58   8.3    4.857 0.007 0.003 0.002 0.011 0.031
I  2M03562007+7852160 4123.92 1.62   0.128  0.032  2.4309e-01  1.8765e+00  0.68   9.0    0.991 0.005 0.001 0.002 0.009 0.028
I  2M03562778+7840563 4436.11 1.84  -0.382  0.177  1.1599e-01  1.8677e+00  3.18  15.8    4.156 0.017 0.005 0.005 0.031 0.093
I  2M03563447+8014170 4628.77 2.7   -0.014  0.143  3.0741e-01  1.6455e+00  0.92   9.49   3.008 0.008 0.003 0.002 0.016 0.048
I  2M03563748+7836456 4893.97 3.16  -0.339  0.212 -2.0000e-03  2.3323e+00  1.64   9.74  10.18  0.015 0.006 0.004 0.019 0.055
I  2M03565329+8046598 4565.67 2.18  -0.435  0.14   1.7810e-02  2.0109e+00  1.5   13.27   5.526 0.02  0.006 0.006 0.033 0.103
I  2M03570726+7852385 4804.45 2.97  -0.11   0.193  2.1267e-01  1.7484e+00  1.78  10.23  10.276 0.018 0.007 0.005 0.03  0.087
I  2M03572906+7844116 4997.7  3.25  -0.139  0.095  3.0232e-01  1.3514e+00  1.33   9.49  11.337 0.015 0.007 0.006 0.031 0.09 
I  2M03573092+7949392 4734.0  2.52  -0.376  0.112  1.2226e-01  1.8207e+00  0.91   9.74   4.335 0.011 0.004 0.003 0.017 0.052
I  2M03573391+7952330 4429.44 1.85  -0.356  0.098  2.4796e-01  1.4340e+00  1.68  14.3    4.775 0.021 0.005 0.007 0.037 0.117
I  2M03573478+7910429 4898.22 3.11  -0.263  0.217 -6.4200e-03  2.2368e+00  3.94  10.09  13.824 0.019 0.009 0.005 0.027 0.079
I  2M03581540+7836145 4609.83 2.32  -0.246  0.07   1.9612e-01  1.6463e+00  1.34   9.6    4.444 0.014 0.004 0.004 0.027 0.084
I  2M03584899+8008123 4727.27 3.04  -0.046  0.148  3.9580e-02  2.5723e+00  1.0    9.58   5.379 0.01  0.004 0.003 0.018 0.052
I  2M03585271+7844174 4498.3  1.9   -0.412  0.104  2.3394e-01  1.4156e+00  0.78   9.59   1.996 0.008 0.002 0.003 0.015 0.047
I  2M03590102+7850089 4655.24 2.7   -0.045  0.14  -2.9605e-01  3.0785e+00  3.32  10.12   8.675 0.021 0.007 0.006 0.031 0.097
I  2M04000739+8030550 4569.29 2.26  -0.075  0.03   5.0613e-01  9.0762e-01  0.38   8.86   1.536 0.006 0.001 0.002 0.012 0.036
I  2M04002987+7908041 4670.48 2.34  -0.206  0.097  1.7556e-01  1.5876e+00  1.74   9.25   4.644 0.014 0.004 0.005 0.03  0.093
I  2M04011531+7909479 4929.17 2.41  -0.429  0.154 -6.5210e-02  1.9761e+00  0.75   8.6    4.499 0.009 0.004 0.003 0.015 0.042
I  2M04012433+7930488 4779.41 2.69   0.092  0.059  2.9452e-01  1.5084e+00  2.43   9.09   6.868 0.015 0.005 0.004 0.036 0.108
I  2M04015119+7928267 4937.99 3.16  -0.072  0.112  2.0225e-01  1.7936e+00  0.96   8.83   5.675 0.008 0.004 0.003 0.015 0.043
I  2M04021869+8026404 4659.07 2.42   0.241  0.051  1.0831e-01  2.0957e+00  0.82   8.86   2.412 0.007 0.002 0.002 0.014 0.041
I  2M04023010+7935181 4275.5  1.47  -0.478  0.121  3.3294e-01  9.8291e-01  1.37  15.33   1.984 0.009 0.003 0.003 0.017 0.051
I  2M04032444+7917485 4817.92 3.03  -0.307  0.2   -5.6210e-02  2.5589e+00  2.68   9.83   9.719 0.015 0.007 0.005 0.022 0.064
I  2M04041827+7854245 4713.82 2.59  -0.368  0.256 -2.7187e-01  2.9669e+00  2.72  10.88   9.437 0.023 0.008 0.005 0.03  0.085
I  2M04042339+7938042 4769.2  2.41  -0.079  0.043  1.6446e-01  1.7547e+00  0.94  10.45   4.616 0.012 0.004 0.003 0.025 0.071
I  2M04042971+7921262 4897.52 2.52  -0.012  0.068  1.8434e-01  1.5231e+00  0.89   8.29   4.0   0.01  0.003 0.003 0.02  0.056
I  2M04044236+8014549 4732.88 2.55  -0.456  0.163  6.6920e-02  1.9900e+00  1.3   11.11   6.604 0.015 0.005 0.005 0.024 0.073
I  2M04050724+7949223 4937.47 3.18  -0.022  0.078  2.9130e-01  1.5434e+00  1.45   9.21  10.253 0.015 0.007 0.005 0.028 0.084
I  2M04051926+7925339 4836.51 2.46   0.04   0.062  1.0905e-01  1.7906e+00  0.78   9.43   3.492 0.009 0.003 0.002 0.017 0.049
I  2M04065128+7943403 4949.94 3.22  -0.355  0.15   2.5853e-01  1.6014e+00  1.36   9.82   9.116 0.013 0.006 0.004 0.019 0.056
I  2M04065290+8015451 4549.9  2.5   -0.345  0.126  2.9077e-01  1.6644e+00  3.18   9.53   5.049 0.015 0.005 0.006 0.028 0.083
I  2M04075070+7933158 4523.27 2.59  -0.074  0.167  7.9330e-02  2.3708e+00  0.44   8.49   1.507 0.005 0.001 0.001 0.008 0.025
I  2M04075678+8008457 4565.67 1.92  -0.421  0.109 -3.7680e-02  2.2012e+00  1.39  13.38   4.13  0.014 0.004 0.005 0.026 0.079
I  2M04075984+7940155 4912.6  2.93  -0.064  0.057  4.8211e-01  8.5178e-01  1.13   9.14   7.225 0.012 0.005 0.004 0.024 0.07 
I  2M04085958+7948251 4937.45 3.15   0.021  0.049  5.1958e-01  9.6962e-01  0.47   8.57   3.783 0.006 0.002 0.002 0.011 0.033
I  2M09002355+3715568 4793.28 3.16   0.091  0.062  1.1830e-02  2.6201e+00  0.78   8.79   3.758 0.006 0.003 0.002 0.011 0.031
I  2M09003118+3740509 5003.62 3.15  -0.161  0.044  4.3717e-01  1.0553e+00  0.64   8.57   4.362 0.007 0.003 0.002 0.013 0.038
I  2M09004972+3731110 4427.21 2.17  -0.317  0.188  8.6220e-02  2.1163e+00  0.55   9.49   1.539 0.006 0.002 0.002 0.01  0.03 
I  2M09011377+3743188 4782.68 2.57  -0.098  0.184 -2.8368e-01  3.0074e+00  1.04  10.42   5.346 0.012 0.004 0.003 0.018 0.05 
I  2M09012394+3644024 4772.83 2.73   0.216  0.011  4.1730e-01  1.1694e+00  0.59   8.26   2.845 0.007 0.002 0.002 0.015 0.046
I  2M09015564+3702521 4971.92 2.89  -0.322  0.087  1.1007e-01  1.7171e+00  1.46   8.75   6.833 0.014 0.005 0.004 0.02  0.059
I  2M09020096+3812074 4799.27 2.57  -0.453  0.083  5.6000e-02  1.9796e+00  0.88   9.71   5.16  0.011 0.004 0.003 0.014 0.042
I  2M09021225+3735482 4210.84 1.38  -0.366  0.111  2.3056e-01  1.4949e+00  0.55   9.87   1.041 0.005 0.001 0.002 0.009 0.028
I  2M09021241+3713597 4906.7  3.27  -0.347  0.184  3.8370e-02  2.4633e+00  0.49   8.44   4.176 0.006 0.003 0.002 0.008 0.024
I  2M09021883+3618240 4288.67 1.46  -0.559  0.159  2.1881e-01  1.4212e+00  2.53  10.74   2.492 0.011 0.004 0.004 0.02  0.061
I  2M09023562+3627169 4981.17 3.24  -0.375  0.15   2.3620e-01  1.5097e+00  0.76   8.4    5.319 0.008 0.003 0.003 0.012 0.035
I  2M09025334+3715377 4870.99 2.99  -0.637  0.214  7.6100e-02  2.0022e+00  0.86  10.14   7.047 0.013 0.005 0.003 0.013 0.039
I  2M09030874+3620517 4867.96 3.25   0.158  0.078  2.8296e-01  1.7372e+00  0.74   8.45   3.836 0.006 0.003 0.002 0.011 0.034
I  2M09032255+3625295 4794.32 2.39  -0.565  0.249  7.5500e-03  1.8599e+00  0.55   8.5    3.599 0.008 0.003 0.002 0.012 0.033
I  2M09033045+3749431 4686.54 2.49  -0.822  0.291 -5.7640e-02  2.2477e+00  0.37   9.23   2.304 0.006 0.002 0.001 0.007 0.019
I  2M09035059+3603508 4924.93 3.19  -0.515  0.182  1.7372e-01  1.7301e+00  1.24   9.86  11.608 0.02  0.007 0.005 0.023 0.066
I  2M09035334+3810550 4295.2  2.08   0.211  0.06   7.1640e-02  2.5525e+00  0.94   9.2    1.449 0.007 0.001 0.002 0.011 0.033
I  2M09035423+3621065 4800.26 2.85   0.081  0.066  2.9008e-01  1.4344e+00  0.59   8.44   3.27  0.007 0.002 0.002 0.014 0.041
I  2M09035979+3805088 4681.27 2.44  -0.298  0.062  1.6746e-01  1.7692e+00  0.36   8.53   2.057 0.006 0.002 0.002 0.01  0.029
I  2M09040056+3815432 4649.74 2.85   0.171  0.015  1.9552e-01  2.2319e+00  0.61   8.41   2.227 0.006 0.002 0.002 0.011 0.032
I  2M09040372+3820095 4905.87 3.26   0.093  0.042  2.1467e-01  2.1675e+00  0.77   8.6    4.364 0.006 0.003 0.002 0.012 0.035
I  2M09040757+3700338 4875.61 2.95  -0.337  0.112  2.0300e-01  1.6356e+00  1.04  10.35   9.948 0.016 0.007 0.005 0.023 0.068
I  2M09041185+3746477 4864.24 3.04  -0.653  0.242  3.1560e-02  2.1557e+00  0.71   9.33   5.24  0.01  0.004 0.002 0.009 0.027
I  2M09041549+3604492 4920.22 2.36  -0.583  0.262 -2.0514e-01  2.2932e+00  0.96  10.07   6.089 0.011 0.005 0.003 0.016 0.044
I  2M09042987+3729275 4631.16 2.47   0.268  0.036  1.6971e-01  2.1793e+00  0.5    8.88   1.814 0.006 0.002 0.001 0.011 0.032
I  2M09043225+3728005 4665.17 2.66  -0.443  0.229  8.1230e-02  2.1330e+00  0.34   8.96   2.014 0.005 0.002 0.001 0.007 0.022
I  2M09043678+3809533 4679.28 2.6   -0.584  0.251 -6.8930e-02  2.4169e+00  0.98  11.3    4.872 0.011 0.004 0.003 0.016 0.047
I  2M09043973+3645370 5004.11 3.25  -0.263  0.119  2.0184e-01  1.7232e+00  2.08   9.14  10.725 0.016 0.007 0.006 0.028 0.084
I  2M09045385+3716238 4580.55 1.91  -0.677  0.201 -8.4570e-02  2.1981e+00  0.29   9.37   1.438 0.005 0.002 0.001 0.008 0.023
I  2M09050531+3611131 4931.99 2.96  -0.085  0.101  4.1589e-01  9.8670e-01  1.79  10.5   15.511 0.025 0.011 0.008 0.05  0.145
I  2M09051257+3718311 4678.39 2.5   -0.655  0.251 -1.8790e-02  2.1758e+00  0.52   9.94   2.677 0.007 0.003 0.002 0.009 0.026
I  2M09051570+3833044 4764.69 2.77  -0.087  0.059  2.2042e-01  1.8748e+00  0.68   9.08   3.728 0.008 0.003 0.002 0.015 0.044
I  2M09051751+3644122 4954.69 3.29   0.012  0.066  2.3906e-01  1.7651e+00  0.67   8.3    4.251 0.006 0.003 0.002 0.011 0.033
I  2M09051860+3556295 4982.94 2.42  -0.126  0.088  5.6860e-01  4.1362e-01  0.47   8.45   3.16  0.007 0.003 0.002 0.015 0.042
I  2M09052004+3749595 4552.32 2.56   0.159  0.041  1.6046e-01  2.3309e+00  0.73   9.42   2.096 0.007 0.002 0.002 0.013 0.039
I  2M09052940+3700433 4943.9  3.13  -0.345  0.135  1.5805e-01  1.7504e+00  1.02   8.93   6.645 0.01  0.004 0.003 0.014 0.042
I  2M09054393+3559053 4974.09 2.41  -0.397  0.134  2.6232e-01  1.3107e+00  1.09  10.0    7.105 0.015 0.006 0.005 0.033 0.089
I  2M09055029+3723129 4951.41 3.26  -0.368  0.119  2.2759e-01  1.6947e+00  0.98   9.78   9.797 0.014 0.006 0.004 0.021 0.062
I  2M09055470+3743349 4958.01 3.19  -0.2    0.079  2.7739e-01  1.6143e+00  0.55   8.73   4.493 0.006 0.003 0.002 0.011 0.033
I  2M09060474+3723115 4879.17 2.93  -0.364  0.109  2.3245e-01  1.5349e+00  0.94   9.86   7.864 0.013 0.005 0.004 0.018 0.054
I  2M09060780+3830592 4639.5  2.55  -0.249  0.11   1.6250e-02  2.3803e+00  0.67   9.08   2.668 0.007 0.002 0.003 0.012 0.037
I  2M09061350+3811483 4930.41 3.28  -0.353  0.207  1.3830e-01  2.1009e+00  1.37   9.77  11.396 0.017 0.007 0.005 0.02  0.06 
I  2M09063613+3802569 4612.0  2.65   0.281  0.075  7.5162e-01  4.1009e-01  1.58  10.25   3.701 0.011 0.003 0.003 0.024 0.07 
I  2M09063633+3624476 4314.43 1.51  -0.392  0.107  1.0065e-01  1.7829e+00  0.87  11.6    1.55  0.007 0.002 0.002 0.013 0.039
I  2M09070944+3627286 4614.48 2.07  -0.469  0.106  2.2838e-01  1.3213e+00  0.62  10.24   2.272 0.008 0.002 0.002 0.014 0.043
I  2M09071101+3820390 4728.01 2.52  -0.301  0.088  2.6146e-01  1.4321e+00  0.35   8.93   2.394 0.006 0.002 0.002 0.011 0.033
I  2M09071544+3719150 4833.76 3.02  -0.561  0.257  1.1101e-01  1.8945e+00  1.05   9.19   5.777 0.01  0.004 0.002 0.011 0.032
I  2M09072609+3623335 4915.71 3.23  -0.435  0.218  1.0959e-01  2.0534e+00  1.59   9.37  10.631 0.017 0.007 0.004 0.019 0.055
I  2M09072961+3720207 4941.75 2.4   -0.373  0.134  3.1815e-01  1.1021e+00  0.61   8.76   4.142 0.009 0.003 0.003 0.018 0.05 
I  2M09073008+3732577 4194.8  1.8   -0.02   0.087  1.3051e-01  2.1308e+00  0.68   9.09   1.145 0.006 0.001 0.002 0.009 0.029
I  2M09074322+3625451 4829.7  3.19   0.148  0.057  1.8515e-01  2.1783e+00  0.51   8.48   3.035 0.005 0.002 0.002 0.009 0.027
I  2M09074448+3713228 4440.45 1.93  -0.548  0.197  2.9394e-01  1.3651e+00  2.48  11.45   3.382 0.015 0.004 0.004 0.022 0.069
I  2M09074699+3821145 4364.78 1.9   -0.56   0.218  3.4460e-02  2.0795e+00  0.5    9.82   1.302 0.006 0.002 0.002 0.009 0.027
I  2M09075493+3703058 4742.13 2.79  -0.063  0.104  2.0016e-01  1.6494e+00  1.36   9.34   4.853 0.01  0.004 0.004 0.02  0.061
I  2M09075849+3711049 4928.35 3.07  -0.519  0.201  3.2172e-01  1.1151e+00  1.41   9.79   9.396 0.016 0.006 0.004 0.019 0.054
I  2M09080807+3700367 4963.35 3.21  -0.367  0.143  1.9033e-01  1.5654e+00  0.94   8.73   6.128 0.009 0.004 0.003 0.013 0.039
I  2M09080945+3622095 4903.47 3.11  -0.553  0.235  8.6710e-02  1.9765e+00  0.9    9.18   6.103 0.011 0.004 0.002 0.011 0.033
I  2M09081359+3645519 4842.94 3.11  -0.408  0.252 -6.0600e-02  2.3931e+00  1.6   10.67  12.793 0.02  0.009 0.005 0.024 0.071
I  2M09083103+3625497 4617.15 2.49  -0.491  0.238  2.8400e-03  2.1957e+00  0.81  10.66   2.956 0.008 0.003 0.002 0.012 0.037
I  2M09084697+3757281 4188.88 1.92   0.061  0.084  7.9920e-02  2.4438e+00  0.57   9.64   1.052 0.005 0.001 0.002 0.008 0.026
I  2M09084935+3820034 4970.56 3.19  -0.189  0.066  2.8217e-01  1.5685e+00  0.3    8.33   3.061 0.005 0.002 0.002 0.008 0.023
I  2M09085482+3827380 4972.08 2.36  -0.6    0.214 -1.3264e-01  2.0758e+00  0.56   9.04   3.892 0.007 0.003 0.002 0.012 0.034
I  2M09091848+3626374 4692.45 2.45  -0.286  0.089  2.2162e-01  1.5096e+00  0.26   8.41   1.826 0.005 0.002 0.002 0.009 0.029
I  2M09095767+3642383 4363.87 1.72  -0.426  0.122  1.5835e-01  1.7067e+00  0.55   9.84   1.345 0.006 0.002 0.002 0.011 0.033
I  2M09102079+3759441 4594.68 2.57  -0.11   0.143  1.5948e-01  2.0678e+00  1.63   8.67   3.468 0.01  0.003 0.003 0.019 0.058
I  2M09104866+3732025 4919.45 3.25   0.253  0.048  3.1914e-01  1.6593e+00  0.81   8.44   4.041 0.006 0.003 0.002 0.012 0.037
I  2M09110832+3738131 4783.41 3.0   -0.152  0.153  1.2086e-01  2.2102e+00  0.89   9.24   4.822 0.008 0.003 0.003 0.014 0.042
I  2M09111909+3633558 4880.68 3.25  -0.183  0.167 -1.1940e-02  2.5489e+00  0.99   8.66   5.429 0.008 0.004 0.003 0.012 0.034
I  2M09113005+3747559 4601.17 2.66  -0.296  0.153  9.4210e-02  2.2802e+00  3.27   8.78   5.276 0.014 0.005 0.005 0.024 0.073
I  2M09114225+3746096 4725.04 2.67  -0.231  0.094  2.4441e-01  1.6352e+00  0.71   9.09   3.388 0.008 0.003 0.003 0.015 0.044
I  2M15114610-0036578 4698.98 2.56  -0.31   0.107  2.5737e-01  1.5526e+00  0.62   6.98   2.986 0.008 0.003 0.003 0.014 0.042
I  2M15114695-0040010 4855.17 2.89  -0.346  0.098  2.1357e-01  1.7016e+00  0.91   7.15   5.698 0.01  0.004 0.003 0.014 0.041
I  2M15114961-0123357 4387.14 1.69  -0.413  0.221 -2.4350e-02  2.1191e+00  1.58   6.5    2.333 0.01  0.003 0.003 0.016 0.046
I  2M15115073-0050101 4675.02 2.85  -0.074  0.169  1.5915e-01  2.1318e+00  0.59   7.21   2.483 0.006 0.002 0.002 0.01  0.031
I  2M15121423-0154406 4903.6  2.39  -0.548  0.212 -9.0830e-02  2.0421e+00  1.88   6.54   8.129 0.016 0.007 0.004 0.024 0.067
I  2M15121434-0059470 4121.36 1.56  -0.141  0.133  2.5218e-01  1.6375e+00  0.71   6.9    1.068 0.005 0.001 0.002 0.009 0.028
I  2M15122608-0111394 4544.22 2.43  -0.29   0.202  1.0035e-01  2.0833e+00  0.43   7.22   1.641 0.005 0.002 0.002 0.009 0.027
I  2M15123641-0040264 4834.04 2.99  -0.543  0.209  5.3790e-02  2.1400e+00  0.84   6.88   5.522 0.01  0.004 0.002 0.011 0.032
I  2M15124637-0101204 4369.82 2.08  -0.202  0.175  1.0029e-01  2.0989e+00  0.43   6.85   1.217 0.005 0.001 0.002 0.009 0.026
I  2M15124974-0115272 4893.58 3.24  -0.387  0.207 -2.2520e-02  2.6019e+00  1.36   6.87   8.545 0.013 0.005 0.004 0.016 0.048
I  2M15125057-0205396 4528.77 2.49  -0.353  0.249  1.2166e-01  1.8436e+00  2.65   6.1    4.014 0.013 0.004 0.003 0.019 0.059
I  2M15125542-0128147 4613.68 2.82   0.071  0.161  2.0368e-01  1.8749e+00  3.41   7.29   4.816 0.012 0.004 0.003 0.023 0.07 
I  2M15130149-0013125 4983.79 2.39  -0.585  0.235 -8.0560e-02  1.8972e+00  1.32   6.22   7.723 0.014 0.007 0.004 0.025 0.069
I  2M15130245-0149184 4634.72 2.7    0.04   0.081  9.6180e-02  2.0286e+00  1.16   7.55   3.241 0.009 0.003 0.003 0.016 0.049
I  2M15130650-0133342 4783.43 2.93  -0.148  0.215  2.2759e-01  1.5784e+00  1.31   7.08   4.888 0.009 0.004 0.002 0.015 0.043
I  2M15132052-0101156 4631.87 2.57  -0.484  0.239 -2.1410e-02  2.3487e+00  0.95   5.18   3.915 0.01  0.004 0.003 0.015 0.046
I  2M15132129-0113426 4969.44 3.29  -0.256  0.113  1.4715e-01  2.0478e+00  0.83   7.3    5.537 0.008 0.003 0.003 0.013 0.037
I  2M15135017-0107363 4107.28 1.62  -0.116  0.096  1.1324e-01  2.1779e+00  0.45   7.04   0.872 0.004 0.001 0.002 0.007 0.023
I  2M15135297-0018347 4892.34 2.4   -0.495  0.247 -2.3682e-01  2.4315e+00  0.79   7.09   4.668 0.009 0.004 0.002 0.012 0.033
I  2M15143523-0107207 4664.91 2.53  -0.632  0.25   2.4250e-02  2.1657e+00  1.0    5.27   3.942 0.01  0.004 0.002 0.013 0.04 
I  2M15145047-0025216 4670.25 2.59  -0.444  0.26   1.1200e-02  2.2081e+00  1.06   5.11   5.043 0.013 0.005 0.003 0.018 0.055
I  2M15151050-0218379 4799.83 2.84   0.146  0.052  5.5782e-01  8.2621e-01  0.39   7.58   2.511 0.005 0.002 0.001 0.012 0.036
I  2M15151069-0154479 4807.13 2.82  -0.454  0.209  1.5216e-01  1.7416e+00  1.24   6.64   6.302 0.011 0.005 0.003 0.016 0.046
I  2M15151130-0144176 4901.02 3.02  -0.549  0.237  1.7607e-01  1.6350e+00  0.78   7.37   5.731 0.01  0.004 0.002 0.011 0.031
I  2M15152615-0216253 4580.75 2.49  -0.136  0.208  1.8682e-01  1.8767e+00  1.06   5.01   4.067 0.012 0.004 0.003 0.021 0.063
I  2M15153527-0113371 4830.79 3.06  -0.448  0.227  7.3400e-02  2.1773e+00  1.04   6.64   6.882 0.011 0.005 0.003 0.014 0.042
I  2M15153777-0020060 4590.85 2.68   0.276  0.08   2.5351e-01  1.8522e+00  0.68   7.49   1.964 0.006 0.002 0.002 0.012 0.036
I  2M15155379-0052069 4636.61 2.66  -0.298  0.193  4.5360e-02  2.3289e+00  1.03   5.68   4.268 0.011 0.004 0.003 0.018 0.054
I  2M15155395-0109494 4684.4  2.67  -0.576  0.254  5.4200e-03  2.2420e+00  0.64   6.49   3.032 0.007 0.003 0.002 0.01  0.028
I  2M15155492-0220059 4507.27 2.27  -0.037  0.167  3.2871e-01  1.4145e+00  0.79   6.28   1.883 0.007 0.002 0.002 0.013 0.04 
I  2M15160542-0159478 4904.39 2.33  -0.59   0.25  -1.7675e-01  2.2605e+00  0.71   6.9    4.634 0.009 0.004 0.002 0.012 0.034
I  2M15160823-0221081 4480.95 2.05  -0.587  0.242  9.5370e-02  1.8419e+00  1.2    3.28   3.115 0.013 0.004 0.003 0.019 0.056
I  2M15161621-0151271 4887.69 3.14  -0.238  0.197  2.2265e-01  1.6209e+00  1.32   7.23   6.693 0.01  0.004 0.003 0.014 0.041
I  2M15162551-0057119 4097.49 1.43  -0.537  0.229  2.9578e-01  1.3512e+00  0.69   5.83   1.031 0.005 0.002 0.001 0.008 0.024
I  2M15162774-0028567 4599.64 2.36  -0.407  0.167  2.9120e-02  2.1738e+00  0.51   6.55   2.124 0.007 0.002 0.002 0.011 0.034
I  2M15163027-0205455 4592.25 2.59  -0.248  0.213  7.8130e-02  2.1364e+00  1.28   5.79   3.96  0.011 0.004 0.003 0.018 0.055
I  2M15163535-0158408 4546.38 2.27  -0.567  0.25   1.1410e-01  1.8761e+00  1.29   4.25   3.45  0.012 0.004 0.003 0.017 0.052
I  2M15163598-0137295 4389.95 1.82  -0.539  0.216  1.2706e-01  1.7114e+00  0.68   6.51   1.545 0.007 0.002 0.002 0.011 0.033
I  2M15163812-0029466 4686.51 2.48  -0.759  0.274 -7.3450e-02  2.2722e+00  1.0    4.15   5.123 0.013 0.005 0.002 0.015 0.045
I  2M15170563-0228201 4740.72 2.94   0.084  0.064  9.0950e-02  2.3093e+00  0.55   7.48   2.803 0.006 0.002 0.002 0.01  0.03 
I  2M15170638-0150211 4846.77 2.47  -0.248  0.213 -5.9579e-01  3.6814e+00  1.73   7.01   5.353 0.012 0.005 0.003 0.013 0.037
I  2M15170752-0044431 4734.88 2.58  -0.707  0.254 -3.6800e-02  2.2023e+00  1.03   6.04   4.881 0.011 0.004 0.002 0.013 0.037
I  2M15172041-0135201 4976.21 3.17   0.056  0.07   3.7600e-01  1.2011e+00  0.71   7.62   4.426 0.007 0.003 0.002 0.014 0.04 
I  2M15172322-0001531 4606.16 2.26  -0.278  0.063  2.6955e-01  1.3590e+00  0.38   7.61   1.7   0.006 0.002 0.002 0.011 0.033
I  2M15172828-0038088 4902.9  3.08  -0.423  0.174  8.4840e-02  2.0849e+00  0.9    6.74   7.053 0.011 0.005 0.003 0.014 0.041
I  2M15172864-0036078 4857.58 2.72   0.17   0.039  1.1990e+00 -1.0230e+00  1.1    6.94   4.188 0.01  0.003 0.002 0.015 0.041
I  2M15173274-0140206 4512.37 2.36  -0.182  0.19   1.4169e-01  1.8044e+00  0.89   6.77   2.162 0.008 0.002 0.002 0.013 0.039
I  2M15173444-0041344 4904.11 3.03  -0.268  0.082  2.4742e-01  1.5928e+00  0.36   7.51   3.737 0.006 0.002 0.002 0.009 0.026
I  2M15173717-0136562 4555.8  2.71  -0.185  0.236 -1.3490e-02  2.3591e+00  1.6    5.48   4.064 0.011 0.004 0.003 0.018 0.053
I  2M15173719-0127443 4784.7  2.92  -0.405  0.264 -3.9150e-02  2.0307e+00  1.91   6.04  10.52  0.018 0.008 0.004 0.024 0.072
I  2M15173846-0226107 4734.08 2.21  -0.414  0.226  1.4324e-01  1.5326e+00  0.67   6.67   3.056 0.008 0.003 0.002 0.014 0.039
I  2M15174236-0232112 4241.95 1.83  -0.114  0.134  4.5648e-01  1.0524e+00  0.56   7.38   1.041 0.005 0.001 0.002 0.009 0.027
I  2M15174378-0130344 4688.46 2.88  -0.143  0.198  1.1678e-01  1.9867e+00  0.89   7.15   3.162 0.007 0.003 0.002 0.012 0.035
I  2M15174381-0125467 4836.01 2.42  -0.305  0.168 -8.9100e-02  2.1969e+00  0.55   7.42   3.422 0.008 0.003 0.002 0.013 0.036
I  2M15175431-0115155 4741.06 2.65  -0.603  0.21  -2.0240e-02  2.1806e+00  1.13   5.26   6.046 0.013 0.005 0.003 0.016 0.049
I  2M15175833-0030426 4683.63 2.61  -0.055  0.058  2.9364e-01  1.7452e+00  0.59   7.06   2.681 0.007 0.002 0.002 0.015 0.044
I  2M15175840-0226115 4722.89 2.89  -0.214  0.186  7.1230e-02  2.2587e+00  0.8    7.18   3.448 0.007 0.003 0.002 0.012 0.035
I  2M15180044-0151513 5029.54 2.3   -0.803  0.294 -3.1746e-01  2.4335e+00  1.64   5.56   5.892 0.01  0.005 0.003 0.019 0.052
I  2M15180398-0127222 4486.92 2.34  -0.354  0.234  8.6900e-02  1.8317e+00  1.5    4.2    3.68  0.013 0.004 0.003 0.02  0.06 
I  2M15180772-0203542 4871.79 3.02  -0.591  0.261  3.4230e-02  2.0707e+00  2.65   5.69  13.789 0.024 0.009 0.005 0.026 0.076
I  2M15182268-0135347 4702.09 2.66  -0.136  0.131  1.8116e-01  1.7079e+00  0.66   7.5    3.023 0.007 0.002 0.002 0.014 0.043
I  2M15183268-0026463 4459.71 2.23  -0.135  0.175 -2.6800e-01  3.3212e+00  0.92   6.56   2.069 0.008 0.002 0.002 0.011 0.031
I  2M15183641-0152340 4576.06 2.42  -0.478  0.242  4.7390e-02  2.0775e+00  0.82   6.29   2.497 0.008 0.003 0.002 0.011 0.035
I  2M15184276-0126012 4889.97 3.11  -0.356  0.199  2.5780e-02  2.0450e+00  1.56   6.35  11.183 0.016 0.007 0.005 0.022 0.065
I  2M15184407+0012116 4867.76 3.12  -0.016  0.068  2.3251e-01  1.9961e+00  0.88   7.42   4.825 0.007 0.003 0.002 0.013 0.04 
I  2M15184420+0003183 4739.46 2.89  -0.089  0.158  1.3081e-01  2.2268e+00  1.05   6.7    4.878 0.009 0.004 0.003 0.017 0.052
I  2M15185439-0158548 4714.28 2.44   0.093  0.021  2.1099e-01  1.7451e+00  0.44   7.55   2.263 0.006 0.002 0.002 0.013 0.04 
I  2M15185896-0034018 4780.15 2.9   -0.265  0.191  1.5577e-01  2.0041e+00  1.13   6.23   6.498 0.011 0.005 0.003 0.019 0.057
